ID,Name,Price,"Quantity on Hand"
1886,"Tart Orange Sleeper Sofa","$1,279.99",167
1887,"Desert Ottoman",$92.99,96
1888,"International Klein Blue Plant Stand",$42.99,217
1889,"Quick Silver Sleeper Sofa","$1,279.99",79
1890,"China pink Plant Stand",$42.99,56
1891,"Burnished brown Stool",$54.99,69
1892,"Candy pink Stool",$54.99,168
1893,"Mountbatten pink Plant Stand",$42.99,128
1894,"Ghost white Plant Stand",$42.99,26
1895,"Persian indigo Plant Stand",$42.99,67
1896,"Outrageous Orange Sectional","$1,039.99",192
1897,"Pakistan green Nightstand",$81.99,62
1898,"French beige Storage Bench",$194.99,211
1899,"Ultramarine Ottoman",$92.99,223
1900,"Amber Ottoman",$92.99,223
1901,"Yellow Sleeper Sofa","$1,279.99",91
1902,"Tea green Headboard",$222.99,27
1903,"Jasmine Dining Chair",$89.99,198
1904,"Khaki Reclining Sofa","$1,119.99",74
1905,"Columbia Blue Headboard",$222.99,32
1906,"Barn red Ottoman",$92.99,114
1907,"Dark cyan Bench",$114.99,31
1908,"Bronze Headboard",$222.99,59
1909,"Orange-yellow Ottoman",$92.99,166
1910,"Windsor tan Dining Chair",$89.99,119
1911,"Paolo Veronese green Bench",$114.99,129
1912,"Rust Sofa",$1249.99,25
1913,"Rocket metallic Plant Stand",$42.99,48
1914,"Deep pink Coffee Table",$222.95,248
1915,"Twilight lavender Sectional","$1,039.99",129
1916,"Payne's grey Stool",$54.99,154
1917,"Process yellow Plant Stand",$42.99,38
1918,"French blue Bench",$114.99,81
1919,"Carnation pink Dining Table",$800,78
1920,"Rose bonbon Headboard",$222.99,79
1921,"Vivid burgundy Bed",$389.99,27
1922,"Light slate gray Chaise Lounge",$235.99,140
1923,"Indigo dye Plant Stand",$42.99,50
1924,"Turquoise blue Loveseat",$669.99,170
1925,"Dark slate gray Reclining Loveseat","$1,023.99",90
1926,"Melon pink Sleeper Sofa","$1,279.99",189
1927,"Pale cerulean Futon",$419.99,56
1928,"Unmellow yellow Stool",$54.99,149
1929,"Dark salmon Dining Table",$800,233
1930,"English violet Headboard",$222.99,198
1931,"Winter Sky Storage Bench",$194.99,69
1932,"Queen blue Dresser",$599.99,62
1933,"Light periwinkle Storage Bench",$194.99,242
1934,"Jet Crib",$289,126
1935,"Burlywood Plant Stand",$42.99,198
1936,"Dark lava Reclining Loveseat","$1,023.99",160
1937,"Maximum yellow red Reclining Loveseat","$1,023.99",221
1938,"Ebony Sleeper Sofa","$1,279.99",162
1939,"Plump Purple Bench",$114.99,27
1940,"Pine tree Dresser",$599.99,222
1941,"Light yellow Sleeper Sofa","$1,279.99",155
1942,"Mountain Meadow green Nightstand",$81.99,133
1943,"Rose quartz Dining Chair",$89.99,166
1944,"Drab Sleeper Sofa","$1,279.99",154
1945,"Charm pink Daybed",$711.99,188
1946,"Lion gold Dining Table",$800,86
1947,"Redwood Nightstand",$81.99,201
1948,"Blue sapphire Daybed",$711.99,29
1949,"International orange Plant Stand",$42.99,74
1950,"Han blue Stool",$54.99,64
1951,"Steel blue Daybed",$711.99,46
1952,"Gold Fusion Storage Bench",$194.99,228
1953,"Green Sheen Sleeper Sofa","$1,279.99",32
1954,"Rose madder Dresser",$599.99,54
1955,"Chartreuse Dresser",$599.99,95
1956,"Avocado Sleeper Sofa","$1,279.99",176
1957,"Russian green Dresser",$599.99,73
1958,"MSU green Plant Stand",$42.99,49
1959,"Honeydew Dining Chair",$89.99,171
1960,"Lavender Dining Table",$800,61
1961,"Light pink Headboard",$222.99,89
1962,"UA blue Daybed",$711.99,236
1963,"Majorelle blue Sectional","$1,039.99",146
1964,"Ochre Sleeper Sofa","$1,279.99",103
1965,"Cadmium green Storage Bench",$194.99,212
1966,"Light goldenrod yellow Dining Table",$800,84
1967,"Crimson Wardrobe",$719.99,183
1968,"Burlywood Crib",$289,130
1969,"Tumbleweed brown Sofa",$1249.99,241
1970,"Bistre brown Bed",$389.99,122
1971,"Mellow apricot Wardrobe",$719.99,125
1972,"Shiny Shamrock Sleeper Sofa","$1,279.99",141
1973,"Ocean Blue Sofa",$1249.99,134
1974,"UA red Plant Stand",$42.99,54
1975,"Olive green Bed",$389.99,36
1976,"B'dazzled blue Reclining Loveseat","$1,023.99",223
1977,"Windsor tan Bench",$114.99,223
1978,"Light coral End Table",$99.99,162
1979,"Pewter Blue Plant Stand",$42.99,150
1980,"Raw sienna Chaise Lounge",$235.99,96
1981,"Baby pink Storage Bench",$194.99,214
1982,"Ocean Blue Plant Stand",$42.99,228
1983,"Deep chestnut Reclining Sofa","$1,119.99",55
1984,"Ultramarine Bench",$114.99,130
1985,"United Nations blue Bed",$389.99,67
1986,"Bud green Coffee Table",$222.95,161
1987,"Black coral Storage Bench",$194.99,98
1988,"Flax Ottoman",$92.99,119
1989,"Cadet grey Daybed",$711.99,59
1990,"English red Dresser",$599.99,219
1991,"Plump Purple Futon",$419.99,236
1992,"Blast-off bronze Storage Bench",$194.99,124
1993,"Cyan Reclining Loveseat","$1,023.99",61
1994,"Japanese carmine Bed",$389.99,75
1995,"Lavender Ottoman",$92.99,126
1996,"Scarlet Coffee Table",$222.95,144
1997,"MSU green Reclining Sofa","$1,119.99",192
1998,"Fuzzy Wuzzy brown Bench",$114.99,247
1999,"Jungle green Stool",$54.99,211
2000,"Terra cotta Headboard",$222.99,57
2001,"Platinum Wardrobe",$719.99,109
2002,"Pale pink Daybed",$711.99,125
2003,"Chestnut Reclining Sofa","$1,119.99",144
2004,"Dark chocolate Dresser",$599.99,231
2005,"Black olive Nightstand",$81.99,227
2006,"Sheen green Storage Bench",$194.99,201
2007,"Floral white Reclining Loveseat","$1,023.99",185
2008,"Mint cream Loveseat",$669.99,219
2009,"Telemagenta Daybed",$711.99,198
2010,"Maximum blue purple Daybed",$711.99,161
2011,"Bleu de France Stool",$54.99,131
2012,"Heliotrope Dining Chair",$89.99,95
2013,"Spanish carmine Chaise Lounge",$235.99,97
2014,"International Klein Blue Chaise Lounge",$235.99,195
2015,"Violet Sofa",$1249.99,223
2016,"Ocean Blue Loveseat",$669.99,147
2017,"Chocolate Coffee Table",$222.95,81
2018,"Lilac Luster Futon",$419.99,198
2019,"Neon Carrot Reclining Loveseat","$1,023.99",68
2020,"Hollywood cerise Wardrobe",$719.99,48
2021,"Ochre Sofa",$1249.99,152
2022,"Brilliant rose Futon",$419.99,230
2023,"Nadeshiko pink Nightstand",$81.99,49
2024,"Quinacridone magenta Reclining Loveseat","$1,023.99",56
2025,"Deep Space Sparkle Chaise Lounge",$235.99,105
2026,"Salmon Sofa",$1249.99,69
2027,"Papaya whip Crib",$289,156
2028,"Ultramarine Bench",$114.99,52
2029,"Olive green Loveseat",$669.99,25
2030,"Ultramarine blue Stool",$54.99,170
2031,"Cornell red Stool",$54.99,226
2032,"Vivid violet Bed",$389.99,104
2033,"Minion yellow Nightstand",$81.99,197
2034,"Medium turquoise Sectional","$1,039.99",137
2035,"Middle purple Bed",$389.99,218
2036,"Paolo Veronese green Sleeper Sofa","$1,279.99",144
2037,"Mantis green Nightstand",$81.99,121
2038,"Sacramento State green Storage Bench",$194.99,235
2039,"Eggplant Reclining Sofa","$1,119.99",209
2040,"Spanish gray Daybed",$711.99,62
2041,"Blue sapphire Dining Chair",$89.99,51
2042,"Rose Dust Sleeper Sofa","$1,279.99",169
2043,"MSU green Sofa",$1249.99,171
2044,"Metallic Sunburst Dining Table",$800,62
2045,"Rose red Reclining Sofa","$1,119.99",225
2046,"Chinese red Plant Stand",$42.99,246
2047,"Fuzzy Wuzzy brown Sleeper Sofa","$1,279.99",53
2048,"Pewter Blue Ottoman",$92.99,184
2049,"Alloy orange Storage Bench",$194.99,43
2050,"Coyote brown Wardrobe",$719.99,55
2051,"Blush Crib",$289,131
2052,"Black coral Reclining Sofa","$1,119.99",29
2053,"Dark slate blue Daybed",$711.99,106
2054,"Strawberry Blonde Ottoman",$92.99,217
2055,"Light slate gray Futon",$419.99,204
2056,"Maya blue Loveseat",$669.99,59
2057,"Puce Nightstand",$81.99,73
2058,"Gray End Table",$99.99,185
2059,"Wintergreen Dream Coffee Table",$222.95,229
2060,"Coyote brown Sofa",$1249.99,117
2061,"Fuzzy Wuzzy brown Chaise Lounge",$235.99,35
2062,"Charm pink Reclining Loveseat","$1,023.99",60
2063,"Russian violet Sofa",$1249.99,105
2064,"Alloy orange Dining Chair",$89.99,227
2065,"Hunter green Loveseat",$669.99,237
2066,"Sizzling Red Dining Table",$800,198
2067,"Rubine red Futon",$419.99,181
2068,"Silver sand Storage Bench",$194.99,144
2069,"Cherry blossom pink Futon",$419.99,126
2070,"Wine dregs maroon Sectional","$1,039.99",66
2071,"Royal yellow Reclining Loveseat","$1,023.99",188
2072,"Rocket metallic Sofa",$1249.99,33
2073,"Middle blue Nightstand",$81.99,180
2074,"Dark khaki Sleeper Sofa","$1,279.99",27
2075,"Pale Dogwood Stool",$54.99,161
2076,"Navy blue Dining Chair",$89.99,52
2077,"Smoky black Dining Chair",$89.99,205
2078,"Lincoln green Plant Stand",$42.99,189
2079,"Moss green End Table",$99.99,236
2080,"Field drab Sofa",$1249.99,107
2081,"Rusty red Reclining Loveseat","$1,023.99",145
2082,"Tumbleweed brown Ottoman",$92.99,167
2083,"Han purple Chaise Lounge",$235.99,97
2084,"Tan Nightstand",$81.99,47
2085,"White Sectional","$1,039.99",140
2086,"Outrageous Orange Dining Table",$800,77
2087,"Yellow Sunshine Coffee Table",$222.95,66
2088,"Violet End Table",$99.99,220
2089,"Cadet grey Dining Chair",$89.99,199
2090,"Goldenrod Nightstand",$81.99,92
2091,"Heliotrope gray Reclining Loveseat","$1,023.99",108
2092,"Rebecca Purple Chaise Lounge",$235.99,59
2093,"Russet brown Headboard",$222.99,134
2094,"Fire engine red Futon",$419.99,150
2095,"Non-photo blue Loveseat",$669.99,150
2096,"Cadmium green Headboard",$222.99,45
2097,"Blood red Bench",$114.99,33
2098,"Medium slate blue Dining Chair",$89.99,41
2099,"Celtic blue Chaise Lounge",$235.99,86
2100,"French lilac Bench",$114.99,57
2101,"Persimmon Sofa",$1249.99,66
2102,"Light cyan Reclining Sofa","$1,119.99",65
2103,"Opera mauve Storage Bench",$194.99,83
2104,"Violet Plant Stand",$42.99,193
2105,"Dark slate blue Headboard",$222.99,169
2106,"Dark cyan Storage Bench",$194.99,215
2107,"Dark cyan Wardrobe",$719.99,169
2108,"Green Sheen Dining Table",$800,98
2109,"Middle yellow Ottoman",$92.99,53
2110,"Indian yellow Daybed",$711.99,239
2111,"Charcoal Storage Bench",$194.99,217
2112,"Rusty red Reclining Loveseat","$1,023.99",190
2113,"Mode beige Crib",$289,245
2114,"Fire engine red Coffee Table",$222.95,112
2115,"Spring Frost Loveseat",$669.99,45
2116,"Sage green Wardrobe",$719.99,198
2117,"Sand Bed",$389.99,197
2118,"Rubine red Reclining Loveseat","$1,023.99",88
2119,"UP maroon Wardrobe",$719.99,96
2120,"Brink pink Stool",$54.99,113
2121,"Dark orange Bed",$389.99,70
2122,"Arctic lime Dresser",$599.99,141
2123,"Light green Ottoman",$92.99,194
2124,"Spanish gray Stool",$54.99,201
2125,"Shadow grey Daybed",$711.99,112
2126,"Carolina blue Reclining Loveseat","$1,023.99",126
2127,"Eggplant End Table",$99.99,190
2128,"Slate gray Reclining Loveseat","$1,023.99",100
2129,"Persian indigo Sofa",$1249.99,38
2130,"Chinese yellow Dining Table",$800,211
2131,"Illuminating emerald End Table",$99.99,49
2132,"Cadet blue Headboard",$222.99,96
2133,"Steel pink Sectional","$1,039.99",201
2134,"Taupe gray Loveseat",$669.99,223
2135,"Laser lemon Sofa",$1249.99,247
2136,"Sizzling Red End Table",$99.99,28
2137,"Cinnabar Sleeper Sofa","$1,279.99",35
2138,"French beige Dining Table",$800,189
2139,"USAFA blue Reclining Sofa","$1,119.99",99
2140,"Maximum red purple Bench",$114.99,36
2141,"Navajo white Daybed",$711.99,119
2142,"Non-photo blue Futon",$419.99,46
2143,"Heliotrope gray Reclining Loveseat","$1,023.99",39
2144,"Army green Plant Stand",$42.99,157
2145,"English vermillion Coffee Table",$222.95,72
2146,"Arylide yellow Bed",$389.99,68
2147,"Pacific blue Reclining Sofa","$1,119.99",40
2148,"Titanium yellow End Table",$99.99,88
2149,"USAFA blue Storage Bench",$194.99,239
2150,"Mellow apricot Dining Chair",$89.99,181
2151,"Dark sea green Dresser",$599.99,209
2152,"Sweet Brown Bench",$114.99,200
2153,"Green Sectional","$1,039.99",235
2154,"Apricot Sleeper Sofa","$1,279.99",52
2155,"Dark orchid Storage Bench",$194.99,223
2156,"Medium blue End Table",$99.99,206
2157,"Golden brown End Table",$99.99,119
2158,"Cornsilk Headboard",$222.99,101
2159,"Vivid sky blue Nightstand",$81.99,173
2160,"Antique ruby Sleeper Sofa","$1,279.99",221
2161,"Duke blue Daybed",$711.99,47
2162,"Electric violet Sectional","$1,039.99",111
2163,"Wild blue yonder Futon",$419.99,199
2164,"Platinum Sleeper Sofa","$1,279.99",90
2165,"Lincoln green Bed",$389.99,144
2166,"Sand dune Reclining Loveseat","$1,023.99",101
2167,"Ruby red Headboard",$222.99,34
2168,"Non-photo blue Dining Chair",$89.99,37
2169,"Safety orange Crib",$289,196
2170,"Tawny Storage Bench",$194.99,177
2171,"YInMn Blue Futon",$419.99,46
2172,"Cocoa brown Storage Bench",$194.99,140
2173,"Khaki Loveseat",$669.99,136
2174,"Candy apple red Nightstand",$81.99,129
2175,"Han blue Dining Chair",$89.99,114
2176,"YInMn Blue Reclining Loveseat","$1,023.99",243
2177,"Falu red Sofa",$1249.99,233
2178,"B'dazzled blue Sofa",$1249.99,232
2179,"Syracuse Orange Bench",$114.99,217
2180,"Taupe Stool",$54.99,244
2181,"Antique white Dresser",$599.99,32
2182,"Raw sienna Futon",$419.99,212
2183,"Bright yellow Loveseat",$669.99,162
2184,"Antique ruby Daybed",$711.99,67
2185,"Dark brown Sofa",$1249.99,128
2186,"Electric indigo Coffee Table",$222.95,118
2187,"Pale spring bud Plant Stand",$42.99,166
2188,"Spring bud Sofa",$1249.99,230
2189,"Sunset Reclining Loveseat","$1,023.99",80
2190,"Flame Daybed",$711.99,211
2191,"Air superiority blue Crib",$289,209
2192,"Maximum yellow red Plant Stand",$42.99,127
2193,"Blast-off bronze Bed",$389.99,189
2194,"Mikado yellow Crib",$289,40
2195,"Maximum red Crib",$289,119
2196,"Bright navy blue Bed",$389.99,185
2197,"Taupe gray Wardrobe",$719.99,221
2198,"Van Dyke brown Reclining Loveseat","$1,023.99",89
2199,"Saddle brown Chaise Lounge",$235.99,233
2200,"Tuscan tan Dining Chair",$89.99,176
2201,"Drab Storage Bench",$194.99,77
2202,"Light French beige Dining Chair",$89.99,79
2203,"Blue-gray Storage Bench",$194.99,91
2204,"Ultramarine Nightstand",$81.99,87
2205,"Mountain Meadow green Bench",$114.99,80
2206,"Celadon blue Storage Bench",$194.99,128
2207,"Stil de grain yellow Plant Stand",$42.99,124
2208,"Sky blue Dresser",$599.99,29
2209,"Sacramento State green Crib",$289,138
2210,"White Headboard",$222.99,36
2211,"Process yellow Dining Chair",$89.99,72
2212,"Deep chestnut Reclining Sofa","$1,119.99",90
2213,"Rifle green Headboard",$222.99,143
2214,"Thistle grey Sectional","$1,039.99",243
2215,"Pear Wardrobe",$719.99,61
2216,"Pakistan green Dresser",$599.99,199
2217,"Persimmon End Table",$99.99,121
2218,"Unmellow yellow Reclining Sofa","$1,119.99",133
2219,"Falu red Ottoman",$92.99,43
2220,"Pale cerulean Bench",$114.99,164
2221,"Army green Stool",$54.99,243
2222,"Medium purple Loveseat",$669.99,227
2223,"Electric indigo Ottoman",$92.99,87
2224,"Red Salsa Plant Stand",$42.99,189
2225,"Umber Nightstand",$81.99,196
2226,"Minion yellow Dresser",$599.99,203
2227,"Chrome yellow Stool",$54.99,244
2228,"Sunset Wardrobe",$719.99,185
2229,"Burgundy End Table",$99.99,158
2230,"Black olive Dining Chair",$89.99,65
2231,"Plump Purple Bed",$389.99,105
2232,"Rufous Reclining Sofa","$1,119.99",105
2233,"Pink Daybed",$711.99,163
2234,"Light periwinkle Loveseat",$669.99,126
2235,"Electric green Plant Stand",$42.99,93
2236,"Mellow apricot Nightstand",$81.99,45
2237,"Olive Drab Sofa",$1249.99,59
2238,"Jade Bench",$114.99,26
2239,"Twilight lavender Dresser",$599.99,204
2240,"Deep taupe Sectional","$1,039.99",128
2241,"Black coffee Sectional","$1,039.99",76
2242,"Pistachio Ottoman",$92.99,53
2243,"Cadmium yellow Dining Chair",$89.99,173
2244,"University of Pennsylvania red Coffee Table",$222.95,113
2245,"Olive Drab Daybed",$711.99,201
2246,"Flax Bench",$114.99,61
2247,"Harvard Crimson Storage Bench",$194.99,238
2248,"Light yellow Storage Bench",$194.99,174
2249,"Dodger blue Wardrobe",$719.99,97
2250,"Sage green Nightstand",$81.99,209
2251,"Rose quartz Wardrobe",$719.99,198
2252,"Lapis lazuli Dining Chair",$89.99,175
2253,"Illuminating emerald Sleeper Sofa","$1,279.99",46
2254,"Midnight green Crib",$289,128
2255,"Cyan Daybed",$711.99,125
2256,"Brandy Headboard",$222.99,192
2257,"Pale cerulean End Table",$99.99,188
2258,"Russian green Wardrobe",$719.99,201
2259,"Strawberry Sleeper Sofa","$1,279.99",227
2260,"Pansy purple Ottoman",$92.99,71
2261,"USAFA blue Futon",$419.99,111
2262,"Persian plum Sleeper Sofa","$1,279.99",186
2263,"Neon green Sofa",$1249.99,100
2264,"Ochre Stool",$54.99,68
2265,"Floral white Storage Bench",$194.99,109
2266,"Bitter lime Wardrobe",$719.99,233
2267,"Old rose Daybed",$711.99,235
2268,"Dark cornflower blue Daybed",$711.99,29
2269,"Saddle brown End Table",$99.99,108
2270,"Cocoa brown Sectional","$1,039.99",132
2271,"Spanish gray Dresser",$599.99,227
2272,"Silver Sectional","$1,039.99",54
2273,"Saddle brown Dining Chair",$89.99,50
2274,"Yellow-green Reclining Sofa","$1,119.99",200
2275,"Vanilla ice Futon",$419.99,54
2276,"Harvard Crimson Stool",$54.99,185
2277,"Pine green Bed",$389.99,206
2278,"Auburn Reclining Loveseat","$1,023.99",171
2279,"Dark sky blue Reclining Loveseat","$1,023.99",31
2280,"Green-blue Crib",$289,85
2281,"Golden brown Futon",$419.99,174
2282,"Dark goldenrod Sofa",$1249.99,221
2283,"Lime Plant Stand",$42.99,211
2284,"Flax Chaise Lounge",$235.99,159
2285,"Jade End Table",$99.99,247
2286,"Baby pink End Table",$99.99,180
2287,"Hollywood cerise Reclining Sofa","$1,119.99",97
2288,"Dark goldenrod Ottoman",$92.99,91
2289,"Pear Futon",$419.99,212
2290,"Japanese violet Loveseat",$669.99,86
2291,"Laser lemon Dresser",$599.99,197
2292,"Dartmouth green Stool",$54.99,153
2293,"Shiny Shamrock Stool",$54.99,63
2294,"English green Sofa",$1249.99,233
2295,"Columbia Blue Dresser",$599.99,69
2296,"Deep cerise Dresser",$599.99,177
2297,"English red Nightstand",$81.99,237
2298,"Green Bed",$389.99,81
2299,"Rifle green Reclining Loveseat","$1,023.99",157
2300,"Jet Sleeper Sofa","$1,279.99",228
2301,"Languid lavender Chaise Lounge",$235.99,233
2302,"Cardinal Nightstand",$81.99,144
2303,"Peach puff Sofa",$1249.99,175
2304,"Khaki Bench",$114.99,128
2305,"Dark lava Futon",$419.99,186
2306,"Light French beige Stool",$54.99,221
2307,"Old mauve End Table",$99.99,85
2308,"Wisteria purple Loveseat",$669.99,237
2309,"Dark cornflower blue Loveseat",$669.99,94
2310,"Middle yellow Chaise Lounge",$235.99,85
2311,"Mulberry Dining Chair",$89.99,74
2312,"Saffron Bed",$389.99,172
2313,"Duke blue Dining Table",$800,150
2314,"Cornell red Sectional","$1,039.99",224
2315,"Candy apple red Dining Chair",$89.99,67
2316,"Dark slate blue Dresser",$599.99,187
2317,"Old lace Dining Chair",$89.99,75
2318,"Copper rose Futon",$419.99,114
2319,"Raspberry glace Futon",$419.99,95
2320,"Golden poppy Dining Chair",$89.99,58
2321,"Goldenrod Nightstand",$81.99,233
2322,"Bright navy blue Chaise Lounge",$235.99,195
2323,"Blue-green Wardrobe",$719.99,200
2324,"Bright green End Table",$99.99,212
2325,"Charleston green Storage Bench",$194.99,226
2326,"Key lime Ottoman",$92.99,204
2327,"YInMn Blue Dresser",$599.99,136
2328,"Satin sheen gold Ottoman",$92.99,196
2329,"Gold Fusion Stool",$54.99,127
2330,"Timberwolf grey Ottoman",$92.99,40
2331,"Sunset Dining Table",$800,156
2332,"Dark chocolate Dresser",$599.99,186
2333,"Magenta haze Crib",$289,73
2334,"Magic mint Storage Bench",$194.99,179
2335,"Chocolate Cosmos Dining Chair",$89.99,197
2336,"Old mauve Futon",$419.99,172
2337,"Wintergreen Dream Dining Chair",$89.99,153
2338,"Oxford blue Ottoman",$92.99,236
2339,"Twilight lavender Sofa",$1249.99,246
2340,"Mellow apricot Ottoman",$92.99,192
2341,"Spanish pink Stool",$54.99,84
2342,"Prune Dresser",$599.99,249
2343,"Mode beige Daybed",$711.99,91
2344,"Queen pink Dining Table",$800,137
2345,"Schauss pink Stool",$54.99,88
2346,"UP Forest green Dresser",$599.99,73
2347,"Apple green Stool",$54.99,125
2348,"Air superiority blue Loveseat",$669.99,242
2349,"Midnight green Ottoman",$92.99,70
2350,"Burnt umber Dining Table",$800,235
2351,"Tan Storage Bench",$194.99,150
2352,"Azure Reclining Loveseat","$1,023.99",129
2353,"Dark khaki Plant Stand",$42.99,151
2354,"Fandango pink Sleeper Sofa","$1,279.99",236
2355,"Persian red Dresser",$599.99,202
2356,"Red Daybed",$711.99,250
2357,"Mode beige Dining Chair",$89.99,204
2358,"MSU green Headboard",$222.99,185
2359,"Light sea green Ottoman",$92.99,227
2360,"Middle green Loveseat",$669.99,163
2361,"Dutch white Storage Bench",$194.99,80
2362,"Old gold Sofa",$1249.99,71
2363,"Spanish blue Wardrobe",$719.99,49
2364,"Safety orange Coffee Table",$222.95,62
2365,"Pale purple Plant Stand",$42.99,121
2366,"Rich black Stool",$54.99,164
2367,"Lavender Daybed",$711.99,162
2368,"Deep taupe Dining Chair",$89.99,200
2369,"Burgundy End Table",$99.99,206
2370,"Bright maroon Bed",$389.99,42
2371,"Eggshell Ottoman",$92.99,145
2372,"Stil de grain yellow End Table",$99.99,92
2373,"Redwood Ottoman",$92.99,155
2374,"Maya blue Reclining Sofa","$1,119.99",26
2375,"Spring green Sleeper Sofa","$1,279.99",59
2376,"Ghost white Reclining Sofa","$1,119.99",242
2377,"Deep pink Futon",$419.99,169
2378,"St. Patrick's blue Chaise Lounge",$235.99,40
2379,"Illuminating emerald Futon",$419.99,126
2380,"Malachite green Loveseat",$669.99,198
2381,"Linen Ottoman",$92.99,184
2382,"Lemon curry Dresser",$599.99,55
2383,"French lilac Dining Chair",$89.99,72
2384,"Mystic maroon Loveseat",$669.99,203
2385,"Super pink Nightstand",$81.99,250
2386,"Jungle green Reclining Sofa","$1,119.99",186
2387,"Gold Fusion Loveseat",$669.99,80
2388,"Lavender Dresser",$599.99,240
2389,"Ultramarine Sleeper Sofa","$1,279.99",117
2390,"Kelly green Storage Bench",$194.99,80
2391,"Shimmering Blush Nightstand",$81.99,92
2392,"Little boy blue Ottoman",$92.99,248
2393,"Pistachio Futon",$419.99,217
2394,"Bright navy blue Nightstand",$81.99,108
2395,"Bright lilac End Table",$99.99,193
2396,"Bright maroon Chaise Lounge",$235.99,198
2397,"Midnight blue Nightstand",$81.99,45
2398,"Columbia Blue Reclining Sofa","$1,119.99",139
2399,"Dark sky blue End Table",$99.99,162
2400,"Lemon Coffee Table",$222.95,143
2401,"Beige Wardrobe",$719.99,188
2402,"Sunray gold Dining Chair",$89.99,250
2403,"Rose pink Plant Stand",$42.99,147
2404,"Brink pink Sofa",$1249.99,67
2405,"Sapphire Sleeper Sofa","$1,279.99",164
2406,"Metallic gold Wardrobe",$719.99,187
2407,"Arctic lime Sectional","$1,039.99",196
2408,"African violet Sleeper Sofa","$1,279.99",59
2409,"Medium purple End Table",$99.99,211
2410,"Dark goldenrod Dresser",$599.99,125
2411,"Smoky black Reclining Loveseat","$1,023.99",90
2412,"Arctic lime Futon",$419.99,53
2413,"Sky magenta Headboard",$222.99,217
2414,"Iceberg Dining Table",$800,238
2415,"Deep jungle green Reclining Loveseat","$1,023.99",198
2416,"Livid blue Nightstand",$81.99,69
2417,"Twilight lavender Futon",$419.99,231
2418,"Dark purple Wardrobe",$719.99,135
2419,"Ruby red Sofa",$1249.99,51
2420,"Green-cyan Wardrobe",$719.99,88
2421,"Macaroni and Cheese Crib",$289,125
2422,"Light orange Sectional","$1,039.99",103
2423,"Cyber grape Crib",$289,190
2424,"New York pink Dresser",$599.99,159
2425,"Pale pink Ottoman",$92.99,76
2426,"Chinese red Chaise Lounge",$235.99,234
2427,"Rich black Sleeper Sofa","$1,279.99",161
2428,"Tuscan red Reclining Sofa","$1,119.99",186
2429,"Palatinate purple Wardrobe",$719.99,130
2430,"Blue sapphire Futon",$419.99,42
2431,"Ultra red Sofa",$1249.99,155
2432,"Terra cotta Reclining Loveseat","$1,023.99",200
2433,"Light coral Plant Stand",$42.99,225
2434,"French mauve Bed",$389.99,144
2435,"Apple green Dining Chair",$89.99,227
2436,"Medium sea green Dresser",$599.99,45
2437,"Laurel green Bed",$389.99,157
2438,"Lava Dresser",$599.99,240
2439,"Tan Coffee Table",$222.95,156
2440,"Medium candy apple red Stool",$54.99,128
2441,"Paris Green Plant Stand",$42.99,96
2442,"Bluetiful Nightstand",$81.99,25
2443,"Paris Green Storage Bench",$194.99,34
2444,"Alice blue Plant Stand",$42.99,113
2445,"Citrine End Table",$99.99,32
2446,"Bright green Dining Chair",$89.99,192
2447,"Lemon meringue Nightstand",$81.99,82
2448,"Crimson Coffee Table",$222.95,141
2449,"Fluorescent blue Chaise Lounge",$235.99,56
2450,"Cosmic latte Nightstand",$81.99,88
2451,"Chinese violet Loveseat",$669.99,47
2452,"Linen Wardrobe",$719.99,211
2453,"Spanish carmine Bench",$114.99,57
2454,"Medium carmine End Table",$99.99,107
2455,"Coral pink Dining Chair",$89.99,130
2456,"Vegas gold Futon",$419.99,123
2457,"Hot pink Bench",$114.99,54
2458,"Turquoise Daybed",$711.99,54
2459,"Star command blue Crib",$289,178
2460,"Deep cerise Wardrobe",$719.99,116
2461,"Brunswick green Bench",$114.99,147
2462,"Pine tree Storage Bench",$194.99,40
2463,"Palatinate purple Reclining Loveseat","$1,023.99",174
2464,"Safety orange Bed",$389.99,213
2465,"Tickle Me Pink Wardrobe",$719.99,162
2466,"Blue-gray Loveseat",$669.99,56
2467,"Safety orange Sleeper Sofa","$1,279.99",164
2468,"Light coral Reclining Loveseat","$1,023.99",59
2469,"Raspberry glace Wardrobe",$719.99,52
2470,"Dark turquoise Coffee Table",$222.95,239
2471,"Baker-Miller pink End Table",$99.99,34
2472,"Red-violet Daybed",$711.99,46
2473,"Pink Crib",$289,202
2474,"Copper penny Daybed",$711.99,106
2475,"Maximum blue purple Crib",$289,68
2476,"Rose bonbon Headboard",$222.99,48
2477,"English lavender Stool",$54.99,117
2478,"Cotton candy Reclining Sofa","$1,119.99",125
2479,"Blue sapphire Bed",$389.99,152
2480,"Tufts blue Plant Stand",$42.99,204
2481,"Bitter lemon Chaise Lounge",$235.99,186
2482,"Timberwolf grey Bench",$114.99,197
2483,"Star command blue Nightstand",$81.99,188
2484,"Sepia Dining Chair",$89.99,63
2485,"Blue-gray Dining Chair",$89.99,124
2486,"Yellow-green Sofa",$1249.99,61
2487,"Rose pink Nightstand",$81.99,76
2488,"Tyrian purple Sofa",$1249.99,173
2489,"Espresso Loveseat",$669.99,55
2490,"Avocado Dresser",$599.99,126
